comprehend,이해하다
lifelong,"일생의, 평생의"
therefore,"따라서, 그러므로"
consistently,"한결같이, 끊임없이"
broaden,"넓히다, 확장하다"
literate,글을 읽고 쓸 줄 아는
cultured,"교양 있는, 세련된"
aware,자각하고 있는
appreciate,진가를 알다; 감사히 여기다
decent,"품위 있는, 점잖은"
feature,특징
universally,"보편적으로, 어디에서나"
get into,~을 시작하게 되다
a variety of,다양한 ~
mechanic,정비사
professor,교수
wealthy,부유한
talented,재능 있는
prejudiced,편견에 사로잡힌
knowledgeable,박식한
sociable,사교적인
describe,"묘사하다, 설명하다"
blind,눈먼
sighted,앞을 볼 수 있는
sight,앞을 보다; 보기; 시력
subjective,주관적인 (↔ objective 객관적인)
be associated with,"~가 연상되다, ~와 관련되다"
sense,감각
touch,촉각; 만지다
hold,"쥐다, 잡다"
subject,주제; 과목
object,사물; 대상
typically,"보통, 일반적으로"
living,살아 있는
bark,나무껍질
dirt,"흙, 먼지"
earth,흙; 지구
crispy,바삭바삭한
unlike,~와 다른
in control of,~을 제어하고 있는
academic,"학업의, 학문적인"
challenge,"어려움, 난제"
take (the) initiative,"주도권을 잡다, 앞장서다"
motivate,(열심히 하도록) 동기 부여하다 (motivation 동기)
maintain,유지하다
passive,소극적인
posture,"자세, 태도"
aspect,"측면, 점"
personal,개인적인
prevent A from v-ing,A가 ~하지 못하게 막다
despite,~에도 불구하고
potential,잠재적인
distraction,정신을 분산시키는 것
initially,최초에
attract,마음을 끌다
youngster,"아이, 젊은이"
mischievous,"짓궂은, 장난기 있는"
possess,소유하다
spirit,"정신, 기상"
exclaim,"소리치다, 외치다"
starve,굶주리다
offer,제안하다; 제공하다
impressive,인상적인
at least,"적어도, 최소한"
pleasant,"기쁜, 즐거운"
routine,(판에 박힌) 일상
startle,깜짝 놀라게 하다
sew,"바느질하다, 꿰매다"
shut,"닫힌, 봉한"
freak out,질겁하다
fit,"(어떤 장소에) 맞다, 들어가다"
reveal,드러내다
prank,장난
be sure to-v,틀림없이 ~하다
huge,"거대한, 거창한"
sign,"표지판, 간판; 표식"
dull,둔한
notice,알아보다
attach A to B,A를 B에 붙이다
serve,음식을 내다
silly,"바보 같은, 우스꽝스러운"
weird,기이한
front yard,앞마당
ruin,망치다
unit4,
remain,"여전히[계속] ~이다, ~인 채로 있다"
lie,~에 있다; 눕다
porch,현관
diverse,"다양한, 가지각색의"
field trip,"현장학습, 견학"
at full capacity,"전면 가동인, 최대한의 능력으로"
strength,힘
confidence,자신감
realize,깨닫다
within,"안, 내부"
all the time,"늘, 항상"
humid,습한
stick to,~에 달라붙다
trap,"덫, 함정"
missionary,선교사
battlefield,"전쟁터, 전장"
average,"평균적인, 보통의"
dozen,"10여 개; 12개, 다스"
found,"창립하다, 설립하다"
not ~ at all,전혀 ~ 않다
suffer,"~을 겪다, 고통받다"
consequence,"결과, 귀결, 영향"
lifeless,"생명이 없는, 죽은"
oil spill,유출된 기름
bottled water,병에 든 생수
pollute,오염시키다
announce,"발표하다, 알리다"
evidence,증거
owl,"부엉이, 올빼미"
introduction,도입; 소개
microwave,전자레인지
have ~ in stock,재고가 있다
conclude,결론짓다
extinct,멸종된
mature,익다; 성숙하다
economic depression,경제 불황
make up one’s mind,결심하다
doubt,"의심, 의혹"
rapidly,"급격히, 신속히"
upset,"속상한, 화난"
collect,"모으다, 수집하다"
trust,신뢰하다
completely,완전히
blind,눈이 먼
urge,촉구하다
take action,조치를 취하다
original,정품
housework,집안일
move,"이사하다, 이주하다"
mine,채굴하다; 광산
coal,석탄
decorate,장식하다
marigold,금잔화
convey,"실어 나르다, 운반하다"
passenger,승객
district,"지구, 지역"
feel certain,확신하다
terrible,"끔찍한, 무서운"
performance,"공연, 연주; 수행"
suffer from,"~을 앓다, ~로 고통받다"
so ~ that ...,너무 ~ 해서 …하다
complaint,"불만 사항; 불만, 불평"
indicate,"(간접적으로) 알려주다, 나타내다"
serious,"심각한, 중대한"
quality,(품)질
product,"상품, 제품"
trial,시도
boil,"삶다, 끓이다"
shell,껍질
deal with,"~을 다루다, 처리하다"
public relations,홍보; (기업 등의) 대인관계
barely,겨우
make ends meet,"먹고 살 만큼만 벌다, 겨우겨우 살아가다"
increasing,"오르는, 증가하는"
overall,전반적인
