seed,"씨,  씨앗,  종자"
seed  money,종잣돈
camel,낙타
cane,"줄기  대나무,  사탕수수  등의  줄기"
carbon,탄소
carbon  dioxide,이산화탄소
grass,"풀,  잔디"
pebble,"조약돌,  자갈"
pond,연못
water,물
waterfall,폭포
buffalo,"버팔로,  물소"
bug,"벌레,  작은  곤충"
bull,황소
clay,"점토,  찰흙"
vegetation,"초목,  식물"
bamboo,대나무
root,뿌리
giraffe,기린
rain  forest,"다우림(多⾬林),  (특히)  열대  다우림"
dust,"흙먼지,  먼지"
blossom,"꽃,  개화"
land,"육지,  뭍,  땅"
parasite,"기생  동식물,  기생충"
parrot,앵무새
fossil,화석
fossil  fuel,화석  연료
whale,고래
berry,산딸기류  열매
iceberg,빙산
the  tip  of  an  iceberg,빙산의  일각
nature,자연
typhoon,태풍
butterfly,나비
unit8,
butterfly  effect,나비  효과
crocodile,"크로커다일,  악어"
crop,(농)작물
crow,까마귀
desert,사막
dolphin,돌고래
duck,오리
duckling,새끼  오리
famine,기근  먹을  것이  없는  상태
die  of  famine,"굶어  죽다,  아사하다"
flood,홍수
hurricane,허리케인
puppy,강아지
reptile,파충류
sand,"모래  내일,  다음날의  모레가  아니라  해변의  모래"
shark,상어
shore,"기슭,  해안,  호숫가  물과  닿은  땅  부분"
sky,하늘
spray,물보라
storm,"폭풍,  폭풍우"
sunset,"일몰,  해넘이"
sunshine,"햇빛,  햇살"
cave,동굴
forest,"숲,  삼림"
habitat,서식지  동물들이  무리  지어  사는  곳
soil,"토양,  흙"
bark,나무껍질
cow,"암소,  젖소"
shell,"껍질,  껍데기"
chalk,"백악(백색  연토질  석회암),  분필"
harvest,"수확,  추수,  수확기"
herb,"허브,  약초,  향초"
herb  tea,허브차
flea,벼룩
branch,나뭇가지
hybrid,"(동식물의)  잡종,  혼합물"
steel,"강철,  강(鋼)"
rubber,고무
rubber  band,고무줄
gold,금
gold  medal,금메달
worship,"예배,  숭배"
temple,"신전,  사원,  절,  사찰,  회당"
God,"하느님,  하나님,  창조주"
religion,종교
soul,"영혼,  정신"
angel,천사
church,교회
devil,"악마,  마귀"
myth,신화  그리스신화와  같은  신이나  영웅들의  이야기
spirit,"정신,  영혼"
superstition,미신
actor,배우
nurse,간호사
photographer,"사진작가,  사진사"
pilot,"조종사,  비행사"
reporter,"기자,  리포터"
vet,수의사
architect,건축가
artist,"화가,  예술가"
astronaut,우주비행사
athlete,운동  선수
dentist,치과  의사
farmer,"농부,  농장주,  농장  관리인"
occupation,직업
scholar,학자
scientist,과학자
soldier,"군인,  병사"
worker,"노동자,  일을  하는  사람"
expert,전문가
weatherman,"일기  예보관,  기상  통보관"
captain,"선장,  (항공기의)  기장"
career,"경력,  직업,  직장  생활"
violinist,바이올린  연주자
clerk,"(회사의)  사무원,  (가게의)  점원"
magician,마술사
manager,"경영자,  운영자,  관리자"
police,경찰
president,"대통령,  사장"
cartoonist,만화가
cashier,"현금  출납원,  계산원  계산이나 회계를 담당하는 사람"
counselor,"상담역,  고문(=adviser)"
painter,"화가,  도장공"
traveler,"여행자,  여행가"
mason,"석공,  석수  돌을  깎고  조각하는  사람"
singer,가수
laborer,"노동자,  인부"
lawyer,변호사
baker,"제빵사,  빵집  주인"
director,"(회사의)  임원,  감독"
mechanic,"기계공,  수리공"
author,"작가,  저자"
politician,"정치인,  정치가"
businessman,"사업가,  기업인,  회사원"
comedian,코미디언
crew,승무원
designer,디자이너
detective,"형사,  탐정"
hunter,사냥꾼
inventor,"발명가,  창안자"
unit9,
musician,음악가
officer,"장교,  공무원"
sailor,"선원,  뱃사람"
professor,교수
activity,"(활발한)  움직임,  활기"
adventure,모험
have  an  adventure,모험을  하다
cause,원인
challenge,(능력·기술을  시험하는)  도전
competition,경쟁
decision,"결정,  판단"
make  a  decision,결정하다
give  a  decision  for,~에  유리한  판결을  내리다
demand,"요구,  요구사항"
In  demand,수요가  많은  필요로  하는  사람이  많은  상태
difference,"차이,  다름"
effect,"영향,  결과,  효과  어떤  행동이  미치는  결과"
have  an  effect  on,"~에  영향을  미치다,  효과를  나타내다"
experience,"경험,  경력"
work  experience,근무  경력
fantasy,"공상,  상상"
flow,흐름
function,기능
idea,"발상,  생각"
fixed  idea,고정관념
image,"이미지,  인상,  영상"
imagination,"상상력,  상상"
importance,중요성
interest,"관심,  흥미,  호기심"
link,"(사람·사물  사이의)  관련,  관계,  연결"
opportunity,기회
practice,"실행,  실천"
problem,문제
rest,"나머지,  휴식"
thought,"(특정한)  생각,  사고"
advice,"조언,  충고"
aim,"목적,  목표"
answer,"대답,  회신,  대응"
anxiety,"불안,  염려"
anxiety  disorder,"불안,  장애"
appearance,"외모,  출현"
appointment,"약속,  예약"
make  an  appointment,예약을  하다
approval,"인정,  찬성"
aptitude,"소질,  적성"
assistance,"도움,  원조,  지원"
attention,"주의  (집중),  주목"
pay  attention  to,~에  집중하다
attitude,"(정신적인)  태도,  자세,  사고방식"
center,"중심,  중심점"
at  the  center,중심에
chance,"(특히  원하는  일이  일어날)  가능성,  기회"
by  any  chance,"혹시라도,  만일"
by  chance,"우연히,  뜻밖에"
chapter,(책의)  장
charm,매력
complaint,"불평,  불만"
compliment,"칭찬,  찬사"
concentration,정신  집중
concept,개념
conclusion,"결론,  (최종적인)  판단,  조건"
condition,상태
decline,"감소,  하락  줄어드는  것"
department,"부서,  부처,  학과"
departure,"떠남,  출발"
departure  time,출발  시각
disadvantage,"불리한  점,  약점,  난점"
advantage,"유리한  점,  우세,  편리"
ease,"쉬움,  용이함,  편의성"
effort,"노력,  수고를  요하는  것"
make  an  effort[efforts]  at,"노력하다,  애쓰다"
error,"실수,  오류"
fate,운명
decide  one’s  fate,운명을  결정짓다
fault,"잘못,  책임"
favor,"호의,  친절  다른  사람에게  친절을  베푸는  행동"
in  favor  of,~에  찬성하여
genius,천재(성)
happiness,"행복,  만족,  기쁨"
harm,"해,  피해,  손해"
harmony,"조화,  화합"
headline,표제
illusion,"오해,  착각,  환상"
innocence,"결백,  무죄"
instance,"사례,  경우"
for  instance,예를  들어
instruction,"설명,  지시"
intelligence,"지능,  정보,  첩보"
intention,"의도,  목적  일부러  한  생각이나  행동"
by  intention,고의로
level,"정도,  수준"
lifestyle,생활  방식
matter,"문제,  사안  시험  문제  같은  문제가  아니라  일어난  일"
motion,"운동,  움직임,  흔들림"
occasion,"때,  기회,  경우"
on  this  occasion,이번  기회에
on  occasion,가끔
order,"순서,  명령,  주문"
out  of  order,"고장  난,  정리가  안  된"
take  an  order,주문을  받다
unit10,
praise,"칭찬,  찬사,  찬양"
process,"과정,  절차"
respect,"존경(심),  경의"
response,"대답,  응답,  회신"
in  response  to,~에  답하여
risk,위험
schedule,"일정,  스케줄"
signal,신호
solution,"해법,  해결책"
taste,맛
thumbs-up,"승인,  찬성,  격려  허락하는  것"
strategy,전략
length,길이
network,"망,  인맥"
notice,"알림,  주목,  알아챔"
numeral,"숫자,  수사"
rule,규칙
theme,"주제,  테마"
theory,이론
delay,"지연,  지체"
magic,"마법,  마술,  도술"
search,"찾기,  수색"
in  search  of,~을  찾아서
section,"부분,  부문,  구획"
symbol,"상징,  상징물  단체나  물건의  의미를  대표하는  것"
target,"목표,  목표로  하는  대상"
term,"용어,  말  물건이나  상태를  가리키는  말"
weight,"무게,  체중"
gain  weight,체중이  늘다
lose  weight,체중이  줄다
conflict,"갈등,  충돌  의견이  맞지  않아  발생하는  감정"
in  conflict  with,~와  싸우는
congratulation,"축하,  축하  인사"
connection,"관련성,  연관성,  연결"
contact,"연락,  접촉"
accord,합의
care,"돌봄,  보살핌"
checkup,"대조,  점검,  검사"
regular  checkup,정기  검진
cheer,"환호(성),  응원의  함성"
choice,선택
make  a  choice,선택하다
element,"요소,  성분  ~을  이루는  구성  성분"
figure,"수치,  형상,  모습  수로  나타낼  수  있는  표"
gossip,"소문,  험담"
grade,"품질,  등급,  성적,  학년"
grammar,문법  영어  문법과  같이  한  언어에  대한  규칙
greeting,인사
logic,논리
loss,"분실,  상실,  손실"
luck,"좋은  운,  행운"
wish  ~  good  luck,~에게  행운을  빌어주다
meditation,"명상,  묵상"
pride,"자랑스러움,  자부심,  긍지"
take  pride  in,~을  자랑스러워하다
principle,원칙  정해진  규칙
in  principle,"원칙적으로,  원론적으로"
priority,"우선  사항 먼저  해야  하는  것,  제일  중요한  것"
take  priority  of,~의  우선권을  얻다
progress,"진전,  진척"
rhyme,운(음조가  비슷한  글자)
richness,"풍부함,  풍성함,  풍요로움"
riddle,수수께끼
warmth,온기  따뜻함
death,"죽음,  사망"
debate,토론
